id,name,base_experience,height,weight,hp,attack,defense,special-attack,special-defense,speed,is_baby,is_mythical,is_legendary
452,drapion,175,13,615,70,90,110,60,75,95,False,False,False
453,croagunk,60,7,230,48,61,40,61,40,50,False,False,False
454,toxicroak,172,13,444,83,106,65,86,65,85,False,False,False
455,carnivine,159,14,270,74,100,72,90,72,46,False,False,False
456,finneon,66,4,70,49,49,56,49,61,66,False,False,False
457,lumineon,161,12,240,69,69,76,69,86,91,False,False,False
458,mantyke,69,10,650,45,20,50,60,120,50,True,False,False
459,snover,67,10,505,60,62,50,62,60,40,False,False,False
460,abomasnow,173,22,1355,90,92,75,92,85,60,False,False,False
461,weavile,179,11,340,70,120,65,45,85,125,False,False,False
462,magnezone,241,12,1800,70,70,115,130,90,60,False,False,False
463,lickilicky,180,17,1400,110,85,95,80,95,50,False,False,False
464,rhyperior,241,24,2828,115,140,130,55,55,40,False,False,False
465,tangrowth,187,20,1286,100,100,125,110,50,50,False,False,False
466,electivire,243,18,1386,75,123,67,95,85,95,False,False,False
467,magmortar,243,16,680,75,95,67,125,95,83,False,False,False
468,togekiss,245,15,380,85,50,95,120,115,80,False,False,False
469,yanmega,180,19,515,86,76,86,116,56,95,False,False,False
470,leafeon,184,10,255,65,110,130,60,65,95,False,False,False
471,glaceon,184,8,259,65,60,110,130,95,65,False,False,False
472,gliscor,179,20,425,75,95,125,45,75,95,False,False,False
473,mamoswine,239,25,2910,110,130,80,70,60,80,False,False,False
474,porygon-z,241,9,340,85,80,70,135,75,90,False,False,False
475,gallade,233,16,520,68,125,65,65,115,80,False,False,False
476,probopass,184,14,3400,60,55,145,75,150,40,False,False,False
477,dusknoir,236,22,1066,45,100,135,65,135,45,False,False,False
478,froslass,168,13,266,70,80,70,80,70,110,False,False,False
479,rotom,154,3,3,50,50,77,95,77,91,False,False,False
480,uxie,261,3,3,75,75,130,75,130,95,False,False,True
481,mesprit,261,3,3,80,105,105,105,105,80,False,False,True
482,azelf,261,3,3,75,125,70,125,70,115,False,False,True
483,dialga,306,54,6830,100,120,120,150,100,90,False,False,True
484,palkia,306,42,3360,90,120,100,150,120,100,False,False,True
485,heatran,270,17,4300,91,90,106,130,106,77,False,False,True
486,regigigas,302,37,4200,110,160,110,80,110,100,False,False,True
487,giratina-altered,306,45,7500,150,100,120,100,120,90,False,False,True
488,cresselia,270,15,856,120,70,110,75,120,85,False,False,True
489,phione,216,4,31,80,80,80,80,80,80,False,True,False
490,manaphy,270,3,14,100,100,100,100,100,100,False,True,False
491,darkrai,270,15,505,70,90,90,135,90,125,False,True,False
492,shaymin-land,270,2,21,100,100,100,100,100,100,False,True,False
493,arceus,324,32,3200,120,120,120,120,120,120,False,True,False
494,victini,270,4,40,100,100,100,100,100,100,False,True,False
495,snivy,62,6,81,45,45,55,45,55,63,False,False,False
496,servine,145,8,160,60,60,75,60,75,83,False,False,False
497,serperior,238,33,630,75,75,95,75,95,113,False,False,False
498,tepig,62,5,99,65,63,45,45,45,45,False,False,False
499,pignite,146,10,555,90,93,55,70,55,55,False,False,False
500,emboar,238,16,1500,110,123,65,100,65,65,False,False,False
501,oshawott,62,5,59,55,55,45,63,45,45,False,False,False
502,dewott,145,8,245,75,75,60,83,60,60,False,False,False
503,samurott,238,15,946,95,100,85,108,70,70,False,False,False
504,patrat,51,5,116,45,55,39,35,39,42,False,False,False
505,watchog,147,11,270,60,85,69,60,69,77,False,False,False
506,lillipup,55,4,41,45,60,45,25,45,55,False,False,False
507,herdier,130,9,147,65,80,65,35,65,60,False,False,False
508,stoutland,225,12,610,85,110,90,45,90,80,False,False,False
509,purrloin,56,4,101,41,50,37,50,37,66,False,False,False
510,liepard,156,11,375,64,88,50,88,50,106,False,False,False
511,pansage,63,6,105,50,53,48,53,48,64,False,False,False
512,simisage,174,11,305,75,98,63,98,63,101,False,False,False
513,pansear,63,6,110,50,53,48,53,48,64,False,False,False
514,simisear,174,10,280,75,98,63,98,63,101,False,False,False
515,panpour,63,6,135,50,53,48,53,48,64,False,False,False
516,simipour,174,10,290,75,98,63,98,63,101,False,False,False
517,munna,58,6,233,76,25,45,67,55,24,False,False,False
518,musharna,170,11,605,116,55,85,107,95,29,False,False,False
519,pidove,53,3,21,50,55,50,36,30,43,False,False,False
520,tranquill,125,6,150,62,77,62,50,42,65,False,False,False
521,unfezant,220,12,290,80,115,80,65,55,93,False,False,False
522,blitzle,59,8,298,45,60,32,50,32,76,False,False,False
523,zebstrika,174,16,795,75,100,63,80,63,116,False,False,False
524,roggenrola,56,4,180,55,75,85,25,25,15,False,False,False
525,boldore,137,9,1020,70,105,105,50,40,20,False,False,False
526,gigalith,232,17,2600,85,135,130,60,80,25,False,False,False
527,woobat,65,4,21,65,45,43,55,43,72,False,False,False
528,swoobat,149,9,105,67,57,55,77,55,114,False,False,False
529,drilbur,66,3,85,60,85,40,30,45,68,False,False,False
530,excadrill,178,7,404,110,135,60,50,65,88,False,False,False
531,audino,390,11,310,103,60,86,60,86,50,False,False,False
532,timburr,61,6,125,75,80,55,25,35,35,False,False,False
533,gurdurr,142,12,400,85,105,85,40,50,40,False,False,False
534,conkeldurr,227,14,870,105,140,95,55,65,45,False,False,False
535,tympole,59,5,45,50,50,40,50,40,64,False,False,False
536,palpitoad,134,8,170,75,65,55,65,55,69,False,False,False
537,seismitoad,229,15,620,105,95,75,85,75,74,False,False,False
538,throh,163,13,555,120,100,85,30,85,45,False,False,False
539,sawk,163,14,510,75,125,75,30,75,85,False,False,False
540,sewaddle,62,3,25,45,53,70,40,60,42,False,False,False
541,swadloon,133,5,73,55,63,90,50,80,42,False,False,False
542,leavanny,225,12,205,75,103,80,70,80,92,False,False,False
543,venipede,52,4,53,30,45,59,30,39,57,False,False,False
544,whirlipede,126,12,585,40,55,99,40,79,47,False,False,False
545,scolipede,218,25,2005,60,100,89,55,69,112,False,False,False
546,cottonee,56,3,6,40,27,60,37,50,66,False,False,False
547,whimsicott,168,7,66,60,67,85,77,75,116,False,False,False
548,petilil,56,5,66,45,35,50,70,50,30,False,False,False
549,lilligant,168,11,163,70,60,75,110,75,90,False,False,False
550,basculin-red-striped,161,10,180,70,92,65,80,55,98,False,False,False
551,sandile,58,7,152,50,72,35,35,35,65,False,False,False
552,krokorok,123,10,334,60,82,45,45,45,74,False,False,False
553,krookodile,234,15,963,95,117,80,65,70,92,False,False,False
554,darumaka,63,6,375,70,90,45,15,45,50,False,False,False
555,darmanitan-standard,168,13,929,105,140,55,30,55,95,False,False,False
556,maractus,161,10,280,75,86,67,106,67,60,False,False,False
557,dwebble,65,3,145,50,65,85,35,35,55,False,False,False
558,crustle,170,14,2000,70,105,125,65,75,45,False,False,False
559,scraggy,70,6,118,50,75,70,35,70,48,False,False,False
560,scrafty,171,11,300,65,90,115,45,115,58,False,False,False
561,sigilyph,172,14,140,72,58,80,103,80,97,False,False,False
562,yamask,61,5,15,38,30,85,55,65,30,False,False,False
563,cofagrigus,169,17,765,58,50,145,95,105,30,False,False,False
564,tirtouga,71,7,165,54,78,103,53,45,22,False,False,False
565,carracosta,173,12,810,74,108,133,83,65,32,False,False,False
566,archen,71,5,95,55,112,45,74,45,70,False,False,False
567,archeops,177,14,320,75,140,65,112,65,110,False,False,False
568,trubbish,66,6,310,50,50,62,40,62,65,False,False,False
569,garbodor,166,19,1073,80,95,82,60,82,75,False,False,False
570,zorua,66,7,125,40,65,40,80,40,65,False,False,False
571,zoroark,179,16,811,60,105,60,120,60,105,False,False,False
572,minccino,60,4,58,55,50,40,40,40,75,False,False,False
573,cinccino,165,5,75,75,95,60,65,60,115,False,False,False
574,gothita,58,4,58,45,30,50,55,65,45,False,False,False
575,gothorita,137,7,180,60,45,70,75,85,55,False,False,False
576,gothitelle,221,15,440,70,55,95,95,110,65,False,False,False
577,solosis,58,3,10,45,30,40,105,50,20,False,False,False
578,duosion,130,6,80,65,40,50,125,60,30,False,False,False
579,reuniclus,221,10,201,110,65,75,125,85,30,False,False,False
580,ducklett,61,5,55,62,44,50,44,50,55,False,False,False
581,swanna,166,13,242,75,87,63,87,63,98,False,False,False
582,vanillite,61,4,57,36,50,50,65,60,44,False,False,False
583,vanillish,138,11,410,51,65,65,80,75,59,False,False,False
584,vanilluxe,241,13,575,71,95,85,110,95,79,False,False,False
585,deerling,67,6,195,60,60,50,40,50,75,False,False,False
586,sawsbuck,166,19,925,80,100,70,60,70,95,False,False,False
587,emolga,150,4,50,55,75,60,75,60,103,False,False,False
588,karrablast,63,5,59,50,75,45,40,45,60,False,False,False
589,escavalier,173,10,330,70,135,105,60,105,20,False,False,False
590,foongus,59,2,10,69,55,45,55,55,15,False,False,False
591,amoonguss,162,6,105,114,85,70,85,80,30,False,False,False
592,frillish-male,67,12,330,55,40,50,65,85,40,False,False,False
593,jellicent-male,168,22,1350,100,60,70,85,105,60,False,False,False
594,alomomola,165,12,316,165,75,80,40,45,65,False,False,False
595,joltik,64,1,6,50,47,50,57,50,65,False,False,False
596,galvantula,165,8,143,70,77,60,97,60,108,False,False,False
597,ferroseed,61,6,188,44,50,91,24,86,10,False,False,False
598,ferrothorn,171,10,1100,74,94,131,54,116,20,False,False,False
599,klink,60,3,210,40,55,70,45,60,30,False,False,False
600,klang,154,6,510,60,80,95,70,85,50,False,False,False
601,klinklang,234,6,810,60,100,115,70,85,90,False,False,False
602,tynamo,55,2,3,35,55,40,45,40,60,False,False,False
603,eelektrik,142,12,220,65,85,70,75,70,40,False,False,False
604,eelektross,232,21,805,85,115,80,105,80,50,False,False,False
605,elgyem,67,5,90,55,55,55,85,55,30,False,False,False
606,beheeyem,170,10,345,75,75,75,125,95,40,False,False,False
607,litwick,55,3,31,50,30,55,65,55,20,False,False,False
608,lampent,130,6,130,60,40,60,95,60,55,False,False,False
609,chandelure,234,10,343,60,55,90,145,90,80,False,False,False
610,axew,64,6,180,46,87,60,30,40,57,False,False,False
611,fraxure,144,10,360,66,117,70,40,50,67,False,False,False
612,haxorus,243,18,1055,76,147,90,60,70,97,False,False,False
613,cubchoo,61,5,85,55,70,40,60,40,40,False,False,False
614,beartic,177,26,2600,95,130,80,70,80,50,False,False,False
615,cryogonal,180,11,1480,80,50,50,95,135,105,False,False,False
616,shelmet,61,4,77,50,40,85,40,65,25,False,False,False
617,accelgor,173,8,253,80,70,40,100,60,145,False,False,False
618,stunfisk,165,7,110,109,66,84,81,99,32,False,False,False
619,mienfoo,70,9,200,45,85,50,55,50,65,False,False,False
620,mienshao,179,14,355,65,125,60,95,60,105,False,False,False
621,druddigon,170,16,1390,77,120,90,60,90,48,False,False,False
622,golett,61,10,920,59,74,50,35,50,35,False,False,False
623,golurk,169,28,3300,89,124,80,55,80,55,False,False,False
624,pawniard,68,5,102,45,85,70,40,40,60,False,False,False
625,bisharp,172,16,700,65,125,100,60,70,70,False,False,False
626,bouffalant,172,16,946,95,110,95,40,95,55,False,False,False
627,rufflet,70,5,105,70,83,50,37,50,60,False,False,False
628,braviary,179,15,410,100,123,75,57,75,80,False,False,False
629,vullaby,74,5,90,70,55,75,45,65,60,False,False,False
630,mandibuzz,179,12,395,110,65,105,55,95,80,False,False,False
631,heatmor,169,14,580,85,97,66,105,66,65,False,False,False
632,durant,169,3,330,58,109,112,48,48,109,False,False,False
633,deino,60,8,173,52,65,50,45,50,38,False,False,False
634,zweilous,147,14,500,72,85,70,65,70,58,False,False,False
635,hydreigon,270,18,1600,92,105,90,125,90,98,False,False,False
636,larvesta,72,11,288,55,85,55,50,55,60,False,False,False
637,volcarona,248,16,460,85,60,65,135,105,100,False,False,False
638,cobalion,261,21,2500,91,90,129,90,72,108,False,False,True
639,terrakion,261,19,2600,91,129,90,72,90,108,False,False,True
640,virizion,261,20,2000,91,90,72,90,129,108,False,False,True
641,tornadus-incarnate,261,15,630,79,115,70,125,80,111,False,False,True
642,thundurus-incarnate,261,15,610,79,115,70,125,80,111,False,False,True
643,reshiram,306,32,3300,100,120,100,150,120,90,False,False,True
644,zekrom,306,29,3450,100,150,120,120,100,90,False,False,True
645,landorus-incarnate,270,15,680,89,125,90,115,80,101,False,False,True
646,kyurem,297,30,3250,125,130,90,130,90,95,False,False,True
647,keldeo-ordinary,261,14,485,91,72,90,129,90,108,False,True,False
648,meloetta-aria,270,6,65,100,77,77,128,128,90,False,True,False
649,genesect,270,15,825,71,120,95,120,95,99,False,True,False
650,chespin,63,4,90,56,61,65,48,45,38,False,False,False
651,quilladin,142,7,290,61,78,95,56,58,57,False,False,False
652,chesnaught,239,16,900,88,107,122,74,75,64,False,False,False
653,fennekin,61,4,94,40,45,40,62,60,60,False,False,False
654,braixen,143,10,145,59,59,58,90,70,73,False,False,False
655,delphox,240,15,390,75,69,72,114,100,104,False,False,False
656,froakie,63,3,70,41,56,40,62,44,71,False,False,False
657,frogadier,142,6,109,54,63,52,83,56,97,False,False,False
658,greninja,239,15,400,72,95,67,103,71,122,False,False,False
659,bunnelby,47,4,50,38,36,38,32,36,57,False,False,False
660,diggersby,148,10,424,85,56,77,50,77,78,False,False,False
661,fletchling,56,3,17,45,50,43,40,38,62,False,False,False
662,fletchinder,134,7,160,62,73,55,56,52,84,False,False,False
663,talonflame,175,12,245,78,81,71,74,69,126,False,False,False
664,scatterbug,40,3,25,38,35,40,27,25,35,False,False,False
665,spewpa,75,3,84,45,22,60,27,30,29,False,False,False
666,vivillon,185,12,170,80,52,50,90,50,89,False,False,False
667,litleo,74,6,135,62,50,58,73,54,72,False,False,False
668,pyroar-male,177,15,815,86,68,72,109,66,106,False,False,False
669,flabebe,61,1,1,44,38,39,61,79,42,False,False,False
670,floette,130,2,9,54,45,47,75,98,52,False,False,False
671,florges,248,11,100,78,65,68,112,154,75,False,False,False
672,skiddo,70,9,310,66,65,48,62,57,52,False,False,False
673,gogoat,186,17,910,123,100,62,97,81,68,False,False,False
674,pancham,70,6,80,67,82,62,46,48,43,False,False,False
675,pangoro,173,21,1360,95,124,78,69,71,58,False,False,False
676,furfrou,165,12,280,75,80,60,65,90,102,False,False,False
677,espurr,71,3,35,62,48,54,63,60,68,False,False,False
678,meowstic-male,163,6,85,74,48,76,83,81,104,False,False,False
679,honedge,65,8,20,45,80,100,35,37,28,False,False,False
680,doublade,157,8,45,59,110,150,45,49,35,False,False,False
681,aegislash-shield,234,17,530,60,50,140,50,140,60,False,False,False
682,spritzee,68,2,5,78,52,60,63,65,23,False,False,False
683,aromatisse,162,8,155,101,72,72,99,89,29,False,False,False
684,swirlix,68,4,35,62,48,66,59,57,49,False,False,False
685,slurpuff,168,8,50,82,80,86,85,75,72,False,False,False
686,inkay,58,4,35,53,54,53,37,46,45,False,False,False
687,malamar,169,15,470,86,92,88,68,75,73,False,False,False
688,binacle,61,5,310,42,52,67,39,56,50,False,False,False
689,barbaracle,175,13,960,72,105,115,54,86,68,False,False,False
690,skrelp,64,5,73,50,60,60,60,60,30,False,False,False
691,dragalge,173,18,815,65,75,90,97,123,44,False,False,False
692,clauncher,66,5,83,50,53,62,58,63,44,False,False,False
693,clawitzer,100,13,353,71,73,88,120,89,59,False,False,False
694,helioptile,58,5,60,44,38,33,61,43,70,False,False,False
695,heliolisk,168,10,210,62,55,52,109,94,109,False,False,False
696,tyrunt,72,8,260,58,89,77,45,45,48,False,False,False
697,tyrantrum,182,25,2700,82,121,119,69,59,71,False,False,False
698,amaura,72,13,252,77,59,50,67,63,46,False,False,False
699,aurorus,104,27,2250,123,77,72,99,92,58,False,False,False
700,sylveon,184,10,235,95,65,65,110,130,60,False,False,False
701,hawlucha,175,8,215,78,92,75,74,63,118,False,False,False
702,dedenne,151,2,22,67,58,57,81,67,101,False,False,False
703,carbink,100,3,57,50,50,150,50,150,50,False,False,False
704,goomy,60,3,28,45,50,35,55,75,40,False,False,False
705,sliggoo,158,8,175,68,75,53,83,113,60,False,False,False
706,goodra,270,20,1505,90,100,70,110,150,80,False,False,False
707,klefki,165,2,30,57,80,91,80,87,75,False,False,False
708,phantump,62,4,70,43,70,48,50,60,38,False,False,False
709,trevenant,166,15,710,85,110,76,65,82,56,False,False,False
710,pumpkaboo-average,67,4,50,49,66,70,44,55,51,False,False,False
711,gourgeist-average,173,9,125,65,90,122,58,75,84,False,False,False
712,bergmite,61,10,995,55,69,85,32,35,28,False,False,False
713,avalugg,180,20,5050,95,117,184,44,46,28,False,False,False
714,noibat,49,5,80,40,30,35,45,40,55,False,False,False
715,noivern,187,15,850,85,70,80,97,80,123,False,False,False
716,xerneas,306,30,2150,126,131,95,131,98,99,False,False,True
717,yveltal,306,58,2030,126,131,95,131,98,99,False,False,True
718,zygarde-50,270,50,3050,108,100,121,81,95,95,False,False,True
719,diancie,270,7,88,50,100,150,100,150,50,False,True,False
720,hoopa,270,5,90,80,110,60,150,130,70,False,True,False
721,volcanion,270,17,1950,80,110,120,130,90,70,False,True,False
722,rowlet,64,3,15,68,55,55,50,50,42,False,False,False
723,dartrix,147,7,160,78,75,75,70,70,52,False,False,False
724,decidueye,239,16,366,78,107,75,100,100,70,False,False,False
725,litten,64,4,43,45,65,40,60,40,70,False,False,False
726,torracat,147,7,250,65,85,50,80,50,90,False,False,False
727,incineroar,239,18,830,95,115,90,80,90,60,False,False,False
728,popplio,64,4,75,50,54,54,66,56,40,False,False,False
729,brionne,147,6,175,60,69,69,91,81,50,False,False,False
730,primarina,239,18,440,80,74,74,126,116,60,False,False,False
731,pikipek,53,3,12,35,75,30,30,30,65,False,False,False
732,trumbeak,124,6,148,55,85,50,40,50,75,False,False,False
733,toucannon,218,11,260,80,120,75,75,75,60,False,False,False
734,yungoos,51,4,60,48,70,30,30,30,45,False,False,False
735,gumshoos,146,7,142,88,110,60,55,60,45,False,False,False
736,grubbin,60,4,44,47,62,45,55,45,46,False,False,False
737,charjabug,140,5,105,57,82,95,55,75,36,False,False,False
738,vikavolt,225,15,450,77,70,90,145,75,43,False,False,False
739,crabrawler,68,6,70,47,82,57,42,47,63,False,False,False
740,crabominable,167,17,1800,97,132,77,62,67,43,False,False,False
741,oricorio-baile,167,6,34,75,70,70,98,70,93,False,False,False
742,cutiefly,61,1,2,40,45,40,55,40,84,False,False,False
743,ribombee,162,2,5,60,55,60,95,70,124,False,False,False
744,rockruff,56,5,92,45,65,40,30,40,60,False,False,False
745,lycanroc-midday,170,8,250,75,115,65,55,65,112,False,False,False
746,wishiwashi-solo,61,2,3,45,20,20,25,25,40,False,False,False
747,mareanie,61,4,80,50,53,62,43,52,45,False,False,False
748,toxapex,173,7,145,50,63,152,53,142,35,False,False,False
749,mudbray,77,10,1100,70,100,70,45,55,45,False,False,False
750,mudsdale,175,25,9200,100,125,100,55,85,35,False,False,False
751,dewpider,54,3,40,38,40,52,40,72,27,False,False,False
752,araquanid,159,18,820,68,70,92,50,132,42,False,False,False
753,fomantis,50,3,15,40,55,35,50,35,35,False,False,False
754,lurantis,168,9,185,70,105,90,80,90,45,False,False,False
755,morelull,57,2,15,40,35,55,65,75,15,False,False,False
756,shiinotic,142,10,115,60,45,80,90,100,30,False,False,False
757,salandit,64,6,48,48,44,40,71,40,77,False,False,False
758,salazzle,168,12,222,68,64,60,111,60,117,False,False,False
759,stufful,68,5,68,70,75,50,45,50,50,False,False,False
760,bewear,175,21,1350,120,125,80,55,60,60,False,False,False
761,bounsweet,42,3,32,42,30,38,30,38,32,False,False,False
762,steenee,102,7,82,52,40,48,40,48,62,False,False,False
763,tsareena,230,12,214,72,120,98,50,98,72,False,False,False
764,comfey,170,1,3,51,52,90,82,110,100,False,False,False
765,oranguru,172,15,760,90,60,80,90,110,60,False,False,False
766,passimian,172,20,828,100,120,90,40,60,80,False,False,False
767,wimpod,46,5,120,25,35,40,20,30,80,False,False,False
768,golisopod,186,20,1080,75,125,140,60,90,40,False,False,False
769,sandygast,64,5,700,55,55,80,70,45,15,False,False,False
770,palossand,168,13,2500,85,75,110,100,75,35,False,False,False
771,pyukumuku,144,3,12,55,60,130,30,130,5,False,False,False
772,type-null,107,19,1205,95,95,95,95,95,59,False,False,True
773,silvally,257,23,1005,95,95,95,95,95,95,False,False,True
774,minior-red-meteor,154,3,400,60,60,100,60,100,60,False,False,False
775,komala,168,4,199,65,115,65,75,95,65,False,False,False
776,turtonator,170,20,2120,60,78,135,91,85,36,False,False,False
777,togedemaru,152,3,33,65,98,63,40,73,96,False,False,False
778,mimikyu-disguised,167,2,7,55,90,80,50,105,96,False,False,False
779,bruxish,166,9,190,68,105,70,70,70,92,False,False,False
780,drampa,170,30,1850,78,60,85,135,91,36,False,False,False
781,dhelmise,181,39,2100,70,131,100,86,90,40,False,False,False
782,jangmo-o,60,6,297,45,55,65,45,45,45,False,False,False
783,hakamo-o,147,12,470,55,75,90,65,70,65,False,False,False
784,kommo-o,270,16,782,75,110,125,100,105,85,False,False,False
785,tapu-koko,257,18,205,70,115,85,95,75,130,False,False,True
786,tapu-lele,257,12,186,70,85,75,130,115,95,False,False,True
787,tapu-bulu,257,19,455,70,130,115,85,95,75,False,False,True
788,tapu-fini,257,13,212,70,75,115,95,130,85,False,False,True
789,cosmog,40,2,1,43,29,31,29,31,37,False,False,True
790,cosmoem,140,1,9999,43,29,131,29,131,37,False,False,True
791,solgaleo,306,34,2300,137,137,107,113,89,97,False,False,True
792,lunala,306,40,1200,137,113,89,137,107,97,False,False,True
793,nihilego,257,12,555,109,53,47,127,131,103,False,False,False
794,buzzwole,257,24,3336,107,139,139,53,53,79,False,False,False
795,pheromosa,257,18,250,71,137,37,137,37,151,False,False,False
796,xurkitree,257,38,1000,83,89,71,173,71,83,False,False,False
797,celesteela,257,92,9999,97,101,103,107,101,61,False,False,False
798,kartana,257,3,1,59,181,131,59,31,109,False,False,False
799,guzzlord,257,55,8880,223,101,53,97,53,43,False,False,False
800,necrozma,270,24,2300,97,107,101,127,89,79,False,False,True
801,magearna,270,10,805,80,95,115,130,115,65,False,True,False
802,marshadow,270,7,222,90,125,80,90,90,125,False,True,False
803,poipole,189,6,18,67,73,67,73,67,73,False,False,False
804,naganadel,243,36,1500,73,73,73,127,73,121,False,False,False
805,stakataka,257,55,8200,61,131,211,53,101,13,False,False,False
806,blacephalon,257,18,130,53,127,53,151,79,107,False,False,False
807,zeraora,270,15,445,88,112,75,102,80,143,False,True,False
808,meltan,135,2,80,46,65,65,55,35,34,False,True,False
809,melmetal,270,25,8000,135,143,143,80,65,34,False,True,False
810,grookey,62,3,50,50,65,50,40,40,65,False,False,False
811,thwackey,147,7,140,70,85,70,55,60,80,False,False,False
812,rillaboom,265,21,900,100,125,90,60,70,85,False,False,False
813,scorbunny,62,3,45,50,71,40,40,40,69,False,False,False
814,raboot,147,6,90,65,86,60,55,60,94,False,False,False
815,cinderace,265,14,330,80,116,75,65,75,119,False,False,False
816,sobble,62,3,40,50,40,40,70,40,70,False,False,False
817,drizzile,147,7,115,65,60,55,95,55,90,False,False,False
818,inteleon,265,19,452,70,85,65,125,65,120,False,False,False
819,skwovet,55,3,25,70,55,55,35,35,25,False,False,False
820,greedent,161,6,60,120,95,95,55,75,20,False,False,False
821,rookidee,49,2,18,38,47,35,33,35,57,False,False,False
822,corvisquire,128,8,160,68,67,55,43,55,77,False,False,False
823,corviknight,248,22,750,98,87,105,53,85,67,False,False,False
824,blipbug,36,4,80,25,20,20,25,45,45,False,False,False
825,dottler,117,4,195,50,35,80,50,90,30,False,False,False
826,orbeetle,253,4,408,60,45,110,80,120,90,False,False,False
827,nickit,49,6,89,40,28,28,47,52,50,False,False,False
828,thievul,159,12,199,70,58,58,87,92,90,False,False,False
829,gossifleur,50,4,22,40,40,60,40,60,10,False,False,False
830,eldegoss,161,5,25,60,50,90,80,120,60,False,False,False
831,wooloo,122,6,60,42,40,55,40,45,48,False,False,False
832,dubwool,172,13,430,72,80,100,60,90,88,False,False,False
833,chewtle,57,3,85,50,64,50,38,38,44,False,False,False
834,drednaw,170,10,1155,90,115,90,48,68,74,False,False,False
835,yamper,54,3,135,59,45,50,40,50,26,False,False,False
836,boltund,172,10,340,69,90,60,90,60,121,False,False,False
837,rolycoly,48,3,120,30,40,50,40,50,30,False,False,False
838,carkol,144,11,780,80,60,90,60,70,50,False,False,False
839,coalossal,255,28,3105,110,80,120,80,90,30,False,False,False
840,applin,52,2,5,40,40,80,40,40,20,False,False,False
841,flapple,170,3,10,70,110,80,95,60,70,False,False,False
842,appletun,170,4,130,110,85,80,100,80,30,False,False,False
843,silicobra,63,22,76,52,57,75,35,50,46,False,False,False
844,sandaconda,179,38,655,72,107,125,65,70,71,False,False,False
845,cramorant,166,8,180,70,85,55,85,95,85,False,False,False
846,arrokuda,56,5,10,41,63,40,40,30,66,False,False,False
847,barraskewda,172,13,300,61,123,60,60,50,136,False,False,False
848,toxel,48,4,110,40,38,35,54,35,40,True,False,False
849,toxtricity-amped,176,16,400,75,98,70,114,70,75,False,False,False
850,sizzlipede,61,7,10,50,65,45,50,50,45,False,False,False
851,centiskorch,184,30,1200,100,115,65,90,90,65,False,False,False
852,clobbopus,62,6,40,50,68,60,50,50,32,False,False,False
853,grapploct,168,16,390,80,118,90,70,80,42,False,False,False
854,sinistea,62,1,2,40,45,45,74,54,50,False,False,False
855,polteageist,178,2,4,60,65,65,134,114,70,False,False,False
856,hatenna,53,4,34,42,30,45,56,53,39,False,False,False
857,hattrem,130,6,48,57,40,65,86,73,49,False,False,False
858,hatterene,255,21,51,57,90,95,136,103,29,False,False,False
859,impidimp,53,4,55,45,45,30,55,40,50,False,False,False
860,morgrem,130,8,125,65,60,45,75,55,70,False,False,False
861,grimmsnarl,255,15,610,95,120,65,95,75,60,False,False,False
862,obstagoon,260,16,460,93,90,101,60,81,95,False,False,False
863,perrserker,154,8,280,70,110,100,50,60,50,False,False,False
864,cursola,179,10,4,60,95,50,145,130,30,False,False,False
865,sirfetchd,177,8,1170,62,135,95,68,82,65,False,False,False
866,mr-rime,182,15,582,80,85,75,110,100,70,False,False,False
867,runerigus,169,16,666,58,95,145,50,105,30,False,False,False
868,milcery,54,2,3,45,40,40,50,61,34,False,False,False
869,alcremie,173,3,5,65,60,75,110,121,64,False,False,False
870,falinks,165,30,620,65,100,100,70,60,75,False,False,False
871,pincurchin,152,3,10,48,101,95,91,85,15,False,False,False
872,snom,37,3,38,30,25,35,45,30,20,False,False,False
873,frosmoth,166,13,420,70,65,60,125,90,65,False,False,False
874,stonjourner,165,25,5200,100,125,135,20,20,70,False,False,False
875,eiscue-ice,165,14,890,75,80,110,65,90,50,False,False,False
876,indeedee-male,166,9,280,60,65,55,105,95,95,False,False,False
877,morpeko-full-belly,153,3,30,58,95,58,70,58,97,False,False,False
878,cufant,66,12,1000,72,80,49,40,49,40,False,False,False
879,copperajah,175,30,6500,122,130,69,80,69,30,False,False,False
880,dracozolt,177,18,1900,90,100,90,80,70,75,False,False,False
881,arctozolt,177,23,1500,90,100,90,90,80,55,False,False,False
882,dracovish,177,23,2150,90,90,100,70,80,75,False,False,False
883,arctovish,177,20,1750,90,90,100,80,90,55,False,False,False
884,duraludon,187,18,400,70,95,115,120,50,85,False,False,False
885,dreepy,54,5,20,28,60,30,40,30,82,False,False,False
886,drakloak,144,14,110,68,80,50,60,50,102,False,False,False
887,dragapult,300,30,500,88,120,75,100,75,142,False,False,False
888,zacian,335,28,1100,92,120,115,80,115,138,False,False,True
889,zamazenta,335,29,2100,92,120,115,80,115,138,False,False,True
890,eternatus,345,200,9500,140,85,95,145,95,130,False,False,True
891,kubfu,77,6,120,60,90,60,53,50,72,False,False,True
892,urshifu-single-strike,275,19,1050,100,130,100,63,60,97,False,False,True
893,zarude,300,18,700,105,120,105,70,95,105,False,True,False
894,regieleki,290,12,1450,80,100,50,100,50,200,False,False,True
895,regidrago,290,21,2000,200,100,50,100,50,80,False,False,True
896,glastrier,290,22,8000,100,145,130,65,110,30,False,False,True
