pokemon_id,move_id,pokemon_name,move_name
124,104,jynx,double-team
124,113,jynx,light-screen
124,115,jynx,reflect
124,117,jynx,bide
124,118,jynx,metronome
124,122,jynx,lick
124,130,jynx,skull-bash
124,138,jynx,dream-eater
124,142,jynx,lovely-kiss
124,148,jynx,flash
124,149,jynx,psywave
124,156,jynx,rest
124,164,jynx,substitute
124,168,jynx,thief
124,171,jynx,nightmare
124,173,jynx,snore
124,174,jynx,curse
124,181,jynx,powder-snow
124,182,jynx,protect
124,186,jynx,sweet-kiss
124,189,jynx,mud-slap
124,195,jynx,perish-song
124,196,jynx,icy-wind
124,203,jynx,endure
124,204,jynx,charm
124,207,jynx,swagger
124,212,jynx,mean-look
124,213,jynx,attract
124,214,jynx,sleep-talk
124,215,jynx,heal-bell
124,216,jynx,return
124,218,jynx,frustration
124,223,jynx,dynamic-punch
124,227,jynx,encore
124,230,jynx,sweet-scent
124,237,jynx,hidden-power
124,240,jynx,rain-dance
124,244,jynx,psych-up
124,247,jynx,shadow-ball
124,248,jynx,future-sight
124,253,jynx,uproar
124,258,jynx,hail
124,259,jynx,torment
124,263,jynx,facade
124,264,jynx,focus-punch
124,269,jynx,taunt
124,270,jynx,helping-hand
124,271,jynx,trick
124,272,jynx,role-play
124,277,jynx,magic-coat
124,278,jynx,recycle
124,280,jynx,brick-break
124,285,jynx,skill-swap
124,290,jynx,secret-power
124,304,jynx,hyper-voice
124,313,jynx,fake-tears
124,324,jynx,signal-beam
124,333,jynx,icicle-spear
124,343,jynx,covet
124,347,jynx,calm-mind
124,352,jynx,water-pulse
124,358,jynx,wake-up-slap
124,363,jynx,natural-gift
124,371,jynx,payback
124,374,jynx,fling
124,378,jynx,wring-out
124,383,jynx,copycat
124,409,jynx,drain-punch
124,411,jynx,focus-blast
124,412,jynx,energy-ball
124,416,jynx,giga-impact
124,417,jynx,nasty-plot
124,419,jynx,avalanche
124,427,jynx,psycho-cut
124,428,jynx,zen-headbutt
124,433,jynx,trick-room
124,445,jynx,captivate
124,447,jynx,grass-knot
124,472,jynx,wonder-room
124,473,jynx,psyshock
124,477,jynx,telekinesis
124,478,jynx,magic-room
124,496,jynx,round
124,497,jynx,echoed-voice
124,500,jynx,stored-power
124,502,jynx,ally-switch
124,524,jynx,frost-breath
124,531,jynx,heart-stamp
124,577,jynx,draining-kiss
124,590,jynx,confide
124,612,jynx,power-up-punch
124,678,jynx,psychic-terrain
124,694,jynx,aurora-veil
124,797,jynx,expanding-force
124,813,jynx,triple-axel
125,5,electabuzz,mega-punch
125,7,electabuzz,fire-punch
125,8,electabuzz,ice-punch
125,9,electabuzz,thunder-punch
125,25,electabuzz,mega-kick
125,29,electabuzz,headbutt
125,34,electabuzz,body-slam
125,36,electabuzz,take-down
125,38,electabuzz,double-edge
125,43,electabuzz,leer
125,63,electabuzz,hyper-beam
125,66,electabuzz,submission
125,67,electabuzz,low-kick
125,68,electabuzz,counter
125,69,electabuzz,seismic-toss
125,70,electabuzz,strength
125,84,electabuzz,thunder-shock
125,85,electabuzz,thunderbolt
125,86,electabuzz,thunder-wave
125,87,electabuzz,thunder
125,92,electabuzz,toxic
125,94,electabuzz,psychic
125,98,electabuzz,quick-attack
125,99,electabuzz,rage
125,100,electabuzz,teleport
125,102,electabuzz,mimic
125,103,electabuzz,screech
125,104,electabuzz,double-team
125,113,electabuzz,light-screen
125,115,electabuzz,reflect
125,117,electabuzz,bide
125,118,electabuzz,metronome
125,129,electabuzz,swift
125,130,electabuzz,skull-bash
125,148,electabuzz,flash
125,149,electabuzz,psywave
125,156,electabuzz,rest
125,164,electabuzz,substitute
125,168,electabuzz,thief
125,173,electabuzz,snore
125,174,electabuzz,curse
125,182,electabuzz,protect
125,189,electabuzz,mud-slap
125,192,electabuzz,zap-cannon
125,197,electabuzz,detect
125,203,electabuzz,endure
125,207,electabuzz,swagger
125,209,electabuzz,spark
125,213,electabuzz,attract
125,214,electabuzz,sleep-talk
125,216,electabuzz,return
125,218,electabuzz,frustration
125,223,electabuzz,dynamic-punch
125,231,electabuzz,iron-tail
125,237,electabuzz,hidden-power
125,238,electabuzz,cross-chop
125,240,electabuzz,rain-dance
125,249,electabuzz,rock-smash
125,253,electabuzz,uproar
125,263,electabuzz,facade
125,264,electabuzz,focus-punch
125,266,electabuzz,follow-me
125,268,electabuzz,charge
125,269,electabuzz,taunt
125,270,electabuzz,helping-hand
125,280,electabuzz,brick-break
125,282,electabuzz,knock-off
125,290,electabuzz,secret-power
125,319,electabuzz,metal-sound
125,324,electabuzz,signal-beam
125,339,electabuzz,bulk-up
125,343,electabuzz,covet
125,351,electabuzz,shock-wave
125,359,electabuzz,hammer-arm
125,363,electabuzz,natural-gift
125,364,electabuzz,feint
125,374,electabuzz,fling
125,393,electabuzz,magnet-rise
125,411,electabuzz,focus-blast
125,416,electabuzz,giga-impact
125,431,electabuzz,rock-climb
125,435,electabuzz,discharge
125,445,electabuzz,captivate
125,451,electabuzz,charge-beam
125,486,electabuzz,electro-ball
125,490,electabuzz,low-sweep
125,496,electabuzz,round
125,521,electabuzz,volt-switch
125,527,electabuzz,electroweb
125,528,electabuzz,wild-charge
125,530,electabuzz,dual-chop
125,590,electabuzz,confide
125,598,electabuzz,eerie-impulse
125,604,electabuzz,electric-terrain
125,612,electabuzz,power-up-punch
125,804,electabuzz,rising-voltage
125,851,electabuzz,tera-blast
125,885,electabuzz,trailblaze
125,916,electabuzz,supercell-slam
126,5,magmar,mega-punch
126,7,magmar,fire-punch
126,9,magmar,thunder-punch
126,25,magmar,mega-kick
126,29,magmar,headbutt
126,33,magmar,tackle
126,34,magmar,body-slam
126,36,magmar,take-down
126,38,magmar,double-edge
126,43,magmar,leer
126,46,magmar,roar
126,52,magmar,ember
126,53,magmar,flamethrower
126,63,magmar,hyper-beam
126,66,magmar,submission
126,67,magmar,low-kick
126,68,magmar,counter
126,69,magmar,seismic-toss
126,70,magmar,strength
126,83,magmar,fire-spin
126,92,magmar,toxic
126,94,magmar,psychic
126,99,magmar,rage
126,100,magmar,teleport
126,102,magmar,mimic
126,103,magmar,screech
126,104,magmar,double-team
126,108,magmar,smokescreen
126,109,magmar,confuse-ray
126,116,magmar,focus-energy
126,117,magmar,bide
126,118,magmar,metronome
126,123,magmar,smog
126,126,magmar,fire-blast
126,130,magmar,skull-bash
126,139,magmar,poison-gas
126,149,magmar,psywave
126,156,magmar,rest
126,164,magmar,substitute
126,168,magmar,thief
126,172,magmar,flame-wheel
126,173,magmar,snore
126,174,magmar,curse
126,182,magmar,protect
126,183,magmar,mach-punch
126,184,magmar,scary-face
126,185,magmar,feint-attack
126,187,magmar,belly-drum
126,189,magmar,mud-slap
126,197,magmar,detect
126,203,magmar,endure
126,207,magmar,swagger
126,213,magmar,attract
126,214,magmar,sleep-talk
126,216,magmar,return
126,218,magmar,frustration
126,223,magmar,dynamic-punch
126,231,magmar,iron-tail
126,237,magmar,hidden-power
126,238,magmar,cross-chop
126,241,magmar,sunny-day
126,249,magmar,rock-smash
126,253,magmar,uproar
126,257,magmar,heat-wave
126,261,magmar,will-o-wisp
126,263,magmar,facade
126,264,magmar,focus-punch
126,266,magmar,follow-me
126,269,magmar,taunt
126,270,magmar,helping-hand
126,280,magmar,brick-break
126,282,magmar,knock-off
126,290,magmar,secret-power
126,315,magmar,overheat
126,343,magmar,covet
126,363,magmar,natural-gift
126,374,magmar,fling
126,384,magmar,power-swap
126,394,magmar,flare-blitz
126,398,magmar,poison-jab
126,411,magmar,focus-blast
126,416,magmar,giga-impact
126,431,magmar,rock-climb
126,436,magmar,lava-plume
126,445,magmar,captivate
126,481,magmar,flame-burst
126,488,magmar,flame-charge
126,490,magmar,low-sweep
126,491,magmar,acid-spray
126,496,magmar,round
126,499,magmar,clear-smog
126,510,magmar,incinerate
126,530,magmar,dual-chop
126,535,magmar,heat-crash
126,562,magmar,belch
126,590,magmar,confide
126,612,magmar,power-up-punch
126,807,magmar,burning-jealousy
126,815,magmar,scorching-sands
126,851,magmar,tera-blast
126,915,magmar,temper-flare
127,11,pinsir,vice-grip
127,12,pinsir,guillotine
127,14,pinsir,swords-dance
127,15,pinsir,cut
127,20,pinsir,bind
127,29,pinsir,headbutt
127,31,pinsir,fury-attack
127,34,pinsir,body-slam
127,36,pinsir,take-down
127,37,pinsir,thrash
127,38,pinsir,double-edge
127,63,pinsir,hyper-beam
127,66,pinsir,submission
127,69,pinsir,seismic-toss
127,70,pinsir,strength
127,81,pinsir,string-shot
127,89,pinsir,earthquake
127,91,pinsir,dig
127,92,pinsir,toxic
127,98,pinsir,quick-attack
127,99,pinsir,rage
127,102,pinsir,mimic
127,104,pinsir,double-team
127,106,pinsir,harden
127,116,pinsir,focus-energy
127,117,pinsir,bide
127,156,pinsir,rest
127,157,pinsir,rock-slide
127,163,pinsir,slash
127,164,pinsir,substitute
127,168,pinsir,thief
127,173,pinsir,snore
127,174,pinsir,curse
127,175,pinsir,flail
127,179,pinsir,reversal
127,182,pinsir,protect
127,185,pinsir,feint-attack
127,197,pinsir,detect
127,200,pinsir,outrage
127,203,pinsir,endure
127,206,pinsir,false-swipe
127,207,pinsir,swagger
127,210,pinsir,fury-cutter
127,213,pinsir,attract
127,214,pinsir,sleep-talk
127,216,pinsir,return
127,218,pinsir,frustration
127,233,pinsir,vital-throw
127,237,pinsir,hidden-power
127,240,pinsir,rain-dance
127,241,pinsir,sunny-day
127,249,pinsir,rock-smash
127,263,pinsir,facade
127,264,pinsir,focus-punch
127,270,pinsir,helping-hand
127,276,pinsir,superpower
127,279,pinsir,revenge
127,280,pinsir,brick-break
127,282,pinsir,knock-off
127,290,pinsir,secret-power
127,317,pinsir,rock-tomb
127,332,pinsir,aerial-ace
127,334,pinsir,iron-defense
127,339,pinsir,bulk-up
127,363,pinsir,natural-gift
127,364,pinsir,feint
127,370,pinsir,close-combat
127,374,pinsir,fling
127,382,pinsir,me-first
127,404,pinsir,x-scissor
127,411,pinsir,focus-blast
127,416,pinsir,giga-impact
127,431,pinsir,rock-climb
127,444,pinsir,stone-edge
127,445,pinsir,captivate
127,446,pinsir,stealth-rock
127,450,pinsir,bug-bite
127,458,pinsir,double-hit
127,479,pinsir,smack-down
127,480,pinsir,storm-throw
127,496,pinsir,round
127,509,pinsir,circle-throw
127,522,pinsir,struggle-bug
127,523,pinsir,bulldoze
127,590,pinsir,confide
127,667,pinsir,high-horsepower
127,675,pinsir,throat-chop
127,679,pinsir,lunge
127,693,pinsir,brutal-swing
127,884,pinsir,pounce
127,912,pinsir,hard-press
128,23,tauros,stomp
128,29,tauros,headbutt
128,30,tauros,horn-attack
128,32,tauros,horn-drill
128,33,tauros,tackle
128,34,tauros,body-slam
128,36,tauros,take-down
128,37,tauros,thrash
128,38,tauros,double-edge
128,39,tauros,tail-whip
128,43,tauros,leer
128,53,tauros,flamethrower
128,57,tauros,surf
128,58,tauros,ice-beam
128,59,tauros,blizzard
128,63,tauros,hyper-beam
128,70,tauros,strength
128,76,tauros,solar-beam
128,85,tauros,thunderbolt
128,87,tauros,thunder
128,89,tauros,earthquake
128,90,tauros,fissure
128,91,tauros,dig
128,92,tauros,toxic
128,99,tauros,rage
128,102,tauros,mimic
128,104,tauros,double-team
128,116,tauros,focus-energy
128,117,tauros,bide
128,126,tauros,fire-blast
128,130,tauros,skull-bash
128,156,tauros,rest
128,157,tauros,rock-slide
128,164,tauros,substitute
128,168,tauros,thief
128,173,tauros,snore
128,174,tauros,curse
128,179,tauros,reversal
128,180,tauros,spite
128,182,tauros,protect
128,184,tauros,scary-face
128,192,tauros,zap-cannon
128,196,tauros,icy-wind
128,200,tauros,outrage
128,201,tauros,sandstorm
128,203,tauros,endure
128,207,tauros,swagger
128,213,tauros,attract
128,214,tauros,sleep-talk
128,216,tauros,return
128,218,tauros,frustration
128,224,tauros,megahorn
128,228,tauros,pursuit
128,231,tauros,iron-tail
128,237,tauros,hidden-power
128,240,tauros,rain-dance
128,241,tauros,sunny-day
128,247,tauros,shadow-ball
128,249,tauros,rock-smash
128,250,tauros,whirlpool
128,253,tauros,uproar
128,263,tauros,facade
128,270,tauros,helping-hand
128,272,tauros,role-play
128,279,tauros,revenge
128,283,tauros,endeavor
128,287,tauros,refresh
128,290,tauros,secret-power
128,317,tauros,rock-tomb
128,351,tauros,shock-wave
128,352,tauros,water-pulse
128,363,tauros,natural-gift
128,370,tauros,close-combat
128,371,tauros,payback
128,372,tauros,assurance
128,416,tauros,giga-impact
128,428,tauros,zen-headbutt
128,431,tauros,rock-climb
128,442,tauros,iron-head
128,444,tauros,stone-edge
128,445,tauros,captivate
128,496,tauros,round
128,510,tauros,incinerate
128,514,tauros,retaliate
128,523,tauros,bulldoze
128,526,tauros,work-up
128,528,tauros,wild-charge
128,590,tauros,confide
128,667,tauros,high-horsepower
128,675,tauros,throat-chop
128,684,tauros,smart-strike
128,707,tauros,stomping-tantrum
128,808,tauros,lash-out
128,851,tauros,tera-blast
128,873,tauros,raging-bull
128,885,tauros,trailblaze
129,33,magikarp,tackle
129,56,magikarp,hydro-pump
129,150,magikarp,splash
129,175,magikarp,flail
129,340,magikarp,bounce
130,20,gyarados,bind
130,29,gyarados,headbutt
130,33,gyarados,tackle
130,34,gyarados,body-slam
130,36,gyarados,take-down
130,37,gyarados,thrash
130,38,gyarados,double-edge
130,43,gyarados,leer
130,44,gyarados,bite
130,46,gyarados,roar
130,53,gyarados,flamethrower
130,55,gyarados,water-gun
130,56,gyarados,hydro-pump
130,57,gyarados,surf
130,58,gyarados,ice-beam
130,59,gyarados,blizzard
130,61,gyarados,bubble-beam
130,63,gyarados,hyper-beam
130,70,gyarados,strength
130,82,gyarados,dragon-rage
130,85,gyarados,thunderbolt
130,86,gyarados,thunder-wave
130,87,gyarados,thunder
130,89,gyarados,earthquake
130,92,gyarados,toxic
130,99,gyarados,rage
130,102,gyarados,mimic
130,104,gyarados,double-team
130,115,gyarados,reflect
130,116,gyarados,focus-energy
130,117,gyarados,bide
130,126,gyarados,fire-blast
130,127,gyarados,waterfall
130,130,gyarados,skull-bash
130,150,gyarados,splash
130,156,gyarados,rest
130,164,gyarados,substitute
130,173,gyarados,snore
130,174,gyarados,curse
130,175,gyarados,flail
130,180,gyarados,spite
130,182,gyarados,protect
130,184,gyarados,scary-face
130,192,gyarados,zap-cannon
130,196,gyarados,icy-wind
130,200,gyarados,outrage
130,201,gyarados,sandstorm
130,203,gyarados,endure
130,207,gyarados,swagger
130,213,gyarados,attract
130,214,gyarados,sleep-talk
130,216,gyarados,return
130,218,gyarados,frustration
130,225,gyarados,dragon-breath
130,231,gyarados,iron-tail
130,237,gyarados,hidden-power
130,239,gyarados,twister
130,240,gyarados,rain-dance
130,241,gyarados,sunny-day
130,242,gyarados,crunch
130,249,gyarados,rock-smash
130,250,gyarados,whirlpool
130,253,gyarados,uproar
130,258,gyarados,hail
130,259,gyarados,torment
130,263,gyarados,facade
130,269,gyarados,taunt
130,270,gyarados,helping-hand
130,283,gyarados,endeavor
130,290,gyarados,secret-power
130,291,gyarados,dive
130,330,gyarados,muddy-water
130,340,gyarados,bounce
130,349,gyarados,dragon-dance
130,352,gyarados,water-pulse
130,362,gyarados,brine
130,363,gyarados,natural-gift
130,371,gyarados,payback
130,399,gyarados,dark-pulse
130,401,gyarados,aqua-tail
130,406,gyarados,dragon-pulse
130,407,gyarados,dragon-rush
130,416,gyarados,giga-impact
130,419,gyarados,avalanche
130,423,gyarados,ice-fang
130,438,gyarados,power-whip
130,442,gyarados,iron-head
130,444,gyarados,stone-edge
130,445,gyarados,captivate
130,496,gyarados,round
130,503,gyarados,scald
130,510,gyarados,incinerate
130,523,gyarados,bulldoze
130,525,gyarados,dragon-tail
130,542,gyarados,hurricane
130,590,gyarados,confide
130,693,gyarados,brutal-swing
130,799,gyarados,scale-shot
130,808,gyarados,lash-out
130,851,gyarados,tera-blast
130,886,gyarados,chilling-water
130,913,gyarados,dragon-cheer
130,915,gyarados,temper-flare
131,29,lapras,headbutt
131,32,lapras,horn-drill
131,34,lapras,body-slam
131,36,lapras,take-down
131,38,lapras,double-edge
131,45,lapras,growl
131,46,lapras,roar
131,47,lapras,sing
131,54,lapras,mist
131,55,lapras,water-gun
131,56,lapras,hydro-pump
131,57,lapras,surf
131,58,lapras,ice-beam
131,59,lapras,blizzard
131,61,lapras,bubble-beam
131,62,lapras,aurora-beam
131,63,lapras,hyper-beam
131,70,lapras,strength
131,76,lapras,solar-beam
131,82,lapras,dragon-rage
131,85,lapras,thunderbolt
131,87,lapras,thunder
131,89,lapras,earthquake
131,90,lapras,fissure
131,92,lapras,toxic
131,94,lapras,psychic
131,99,lapras,rage
131,102,lapras,mimic
131,104,lapras,double-team
131,109,lapras,confuse-ray
131,114,lapras,haze
131,115,lapras,reflect
131,117,lapras,bide
131,127,lapras,waterfall
131,130,lapras,skull-bash
131,138,lapras,dream-eater
131,149,lapras,psywave
131,156,lapras,rest
131,164,lapras,substitute
131,171,lapras,nightmare
131,173,lapras,snore
131,174,lapras,curse
131,182,lapras,protect
131,192,lapras,zap-cannon
131,193,lapras,foresight
131,195,lapras,perish-song
131,196,lapras,icy-wind
131,200,lapras,outrage
131,203,lapras,endure
131,204,lapras,charm
131,207,lapras,swagger
131,213,lapras,attract
131,214,lapras,sleep-talk
131,215,lapras,heal-bell
131,216,lapras,return
131,218,lapras,frustration
131,219,lapras,safeguard
131,224,lapras,megahorn
131,225,lapras,dragon-breath
131,231,lapras,iron-tail
131,237,lapras,hidden-power
131,240,lapras,rain-dance
131,246,lapras,ancient-power
131,248,lapras,future-sight
131,249,lapras,rock-smash
131,250,lapras,whirlpool
131,258,lapras,hail
131,263,lapras,facade
131,270,lapras,helping-hand
131,287,lapras,refresh
131,290,lapras,secret-power
131,291,lapras,dive
131,304,lapras,hyper-voice
131,311,lapras,weather-ball
131,321,lapras,tickle
131,324,lapras,signal-beam
131,329,lapras,sheer-cold
131,330,lapras,muddy-water
131,333,lapras,icicle-spear
131,335,lapras,block
131,349,lapras,dragon-dance
131,351,lapras,shock-wave
131,352,lapras,water-pulse
131,362,lapras,brine
131,363,lapras,natural-gift
131,401,lapras,aqua-tail
131,406,lapras,dragon-pulse
131,416,lapras,giga-impact
131,419,lapras,avalanche
131,420,lapras,ice-shard
131,428,lapras,zen-headbutt
131,442,lapras,iron-head
131,445,lapras,captivate
131,496,lapras,round
131,497,lapras,echoed-voice
131,523,lapras,bulldoze
131,524,lapras,frost-breath
131,529,lapras,drill-run
131,573,lapras,freeze-dry
131,574,lapras,disarming-voice
131,590,lapras,confide
131,664,lapras,sparkling-aria
131,684,lapras,smart-strike
131,710,lapras,liquidation
131,776,lapras,body-press
131,791,lapras,life-dew
131,851,lapras,tera-blast
131,883,lapras,snowscape
131,886,lapras,chilling-water
131,913,lapras,dragon-cheer
131,914,lapras,alluring-voice
131,917,lapras,psychic-noise
132,144,ditto,transform
133,6,eevee,pay-day
133,24,eevee,double-kick
133,28,eevee,sand-attack
133,29,eevee,headbutt
133,33,eevee,tackle
133,34,eevee,body-slam
133,36,eevee,take-down
133,38,eevee,double-edge
133,39,eevee,tail-whip
133,44,eevee,bite
133,45,eevee,growl
133,46,eevee,roar
133,91,eevee,dig
133,92,eevee,toxic
133,98,eevee,quick-attack
133,99,eevee,rage
133,102,eevee,mimic
133,104,eevee,double-team
133,115,eevee,reflect
133,116,eevee,focus-energy
133,117,eevee,bide
133,129,eevee,swift
133,130,eevee,skull-bash
133,156,eevee,rest
133,164,eevee,substitute
133,173,eevee,snore
133,174,eevee,curse
133,175,eevee,flail
133,182,eevee,protect
133,189,eevee,mud-slap
133,197,eevee,detect
133,203,eevee,endure
133,204,eevee,charm
133,207,eevee,swagger
133,213,eevee,attract
133,214,eevee,sleep-talk
133,215,eevee,heal-bell
133,216,eevee,return
133,218,eevee,frustration
133,226,eevee,baton-pass
133,231,eevee,iron-tail
133,237,eevee,hidden-power
133,240,eevee,rain-dance
133,241,eevee,sunny-day
133,247,eevee,shadow-ball
133,263,eevee,facade
133,270,eevee,helping-hand
133,273,eevee,wish
133,281,eevee,yawn
133,287,eevee,refresh
133,290,eevee,secret-power
133,304,eevee,hyper-voice
133,311,eevee,weather-ball
133,313,eevee,fake-tears
133,321,eevee,tickle
133,343,eevee,covet
133,347,eevee,calm-mind
133,363,eevee,natural-gift
133,376,eevee,trump-card
133,383,eevee,copycat
133,387,eevee,last-resort
133,445,eevee,captivate
133,485,eevee,synchronoise
133,496,eevee,round
133,497,eevee,echoed-voice
133,500,eevee,stored-power
133,514,eevee,retaliate
133,526,eevee,work-up
133,590,eevee,confide
133,608,eevee,baby-doll-eyes
133,673,eevee,laser-focus
133,851,eevee,tera-blast
133,885,eevee,trailblaze
133,914,eevee,alluring-voice
134,6,vaporeon,pay-day
134,24,vaporeon,double-kick
134,28,vaporeon,sand-attack
134,29,vaporeon,headbutt
134,33,vaporeon,tackle
134,34,vaporeon,body-slam
134,36,vaporeon,take-down
134,38,vaporeon,double-edge
134,39,vaporeon,tail-whip
134,44,vaporeon,bite
134,45,vaporeon,growl
134,46,vaporeon,roar
134,54,vaporeon,mist
134,55,vaporeon,water-gun
134,56,vaporeon,hydro-pump
134,57,vaporeon,surf
134,58,vaporeon,ice-beam
134,59,vaporeon,blizzard
134,61,vaporeon,bubble-beam
134,62,vaporeon,aurora-beam
134,63,vaporeon,hyper-beam
134,70,vaporeon,strength
134,91,vaporeon,dig
134,92,vaporeon,toxic
134,98,vaporeon,quick-attack
134,99,vaporeon,rage
134,102,vaporeon,mimic
134,104,vaporeon,double-team
134,114,vaporeon,haze
134,115,vaporeon,reflect
134,116,vaporeon,focus-energy
134,117,vaporeon,bide
134,127,vaporeon,waterfall
134,129,vaporeon,swift
134,130,vaporeon,skull-bash
134,145,vaporeon,bubble
134,151,vaporeon,acid-armor
134,156,vaporeon,rest
134,164,vaporeon,substitute
134,173,vaporeon,snore
134,174,vaporeon,curse
134,175,vaporeon,flail
134,182,vaporeon,protect
134,189,vaporeon,mud-slap
134,196,vaporeon,icy-wind
134,197,vaporeon,detect
134,203,vaporeon,endure
134,204,vaporeon,charm
134,207,vaporeon,swagger
134,213,vaporeon,attract
134,214,vaporeon,sleep-talk
134,215,vaporeon,heal-bell
134,216,vaporeon,return
134,218,vaporeon,frustration
134,226,vaporeon,baton-pass
134,231,vaporeon,iron-tail
134,237,vaporeon,hidden-power
134,240,vaporeon,rain-dance
134,241,vaporeon,sunny-day
134,247,vaporeon,shadow-ball
134,249,vaporeon,rock-smash
134,250,vaporeon,whirlpool
134,258,vaporeon,hail
134,263,vaporeon,facade
134,270,vaporeon,helping-hand
134,273,vaporeon,wish
134,281,vaporeon,yawn
134,290,vaporeon,secret-power
134,291,vaporeon,dive
134,304,vaporeon,hyper-voice
134,311,vaporeon,weather-ball
134,313,vaporeon,fake-tears
134,321,vaporeon,tickle
134,324,vaporeon,signal-beam
134,330,vaporeon,muddy-water
134,343,vaporeon,covet
134,347,vaporeon,calm-mind
134,352,vaporeon,water-pulse
134,362,vaporeon,brine
134,363,vaporeon,natural-gift
134,383,vaporeon,copycat
134,387,vaporeon,last-resort
134,392,vaporeon,aqua-ring
134,401,vaporeon,aqua-tail
134,416,vaporeon,giga-impact
134,445,vaporeon,captivate
134,496,vaporeon,round
134,497,vaporeon,echoed-voice
134,500,vaporeon,stored-power
134,503,vaporeon,scald
134,514,vaporeon,retaliate
134,526,vaporeon,work-up
134,590,vaporeon,confide
134,608,vaporeon,baby-doll-eyes
134,673,vaporeon,laser-focus
134,710,vaporeon,liquidation
134,812,vaporeon,flip-turn
134,851,vaporeon,tera-blast
134,885,vaporeon,trailblaze
134,886,vaporeon,chilling-water
134,914,vaporeon,alluring-voice
135,6,jolteon,pay-day
135,24,jolteon,double-kick
135,28,jolteon,sand-attack
135,29,jolteon,headbutt
135,33,jolteon,tackle
135,34,jolteon,body-slam
135,36,jolteon,take-down
135,38,jolteon,double-edge
135,39,jolteon,tail-whip
135,42,jolteon,pin-missile
135,44,jolteon,bite
135,45,jolteon,growl
135,46,jolteon,roar
135,63,jolteon,hyper-beam
135,70,jolteon,strength
135,84,jolteon,thunder-shock
135,85,jolteon,thunderbolt
135,86,jolteon,thunder-wave
135,87,jolteon,thunder
135,91,jolteon,dig
135,92,jolteon,toxic
135,97,jolteon,agility
135,98,jolteon,quick-attack
135,99,jolteon,rage
135,102,jolteon,mimic
135,104,jolteon,double-team
135,113,jolteon,light-screen
135,115,jolteon,reflect
135,116,jolteon,focus-energy
135,117,jolteon,bide
135,129,jolteon,swift
135,130,jolteon,skull-bash
135,148,jolteon,flash
135,156,jolteon,rest
135,164,jolteon,substitute
135,173,jolteon,snore
135,174,jolteon,curse
135,175,jolteon,flail
135,182,jolteon,protect
135,189,jolteon,mud-slap
135,192,jolteon,zap-cannon
135,197,jolteon,detect
135,203,jolteon,endure
135,204,jolteon,charm
135,206,jolteon,false-swipe
135,207,jolteon,swagger
135,213,jolteon,attract
135,214,jolteon,sleep-talk
135,215,jolteon,heal-bell
135,216,jolteon,return
135,218,jolteon,frustration
135,226,jolteon,baton-pass
135,231,jolteon,iron-tail
135,237,jolteon,hidden-power
135,240,jolteon,rain-dance
135,241,jolteon,sunny-day
135,247,jolteon,shadow-ball
135,249,jolteon,rock-smash
135,263,jolteon,facade
135,268,jolteon,charge
135,270,jolteon,helping-hand
135,273,jolteon,wish
135,281,jolteon,yawn
135,290,jolteon,secret-power
135,304,jolteon,hyper-voice
135,311,jolteon,weather-ball
135,313,jolteon,fake-tears
135,319,jolteon,metal-sound
135,321,jolteon,tickle
135,324,jolteon,signal-beam
135,343,jolteon,covet
135,347,jolteon,calm-mind
135,351,jolteon,shock-wave
135,363,jolteon,natural-gift
135,383,jolteon,copycat
135,387,jolteon,last-resort
135,393,jolteon,magnet-rise
135,416,jolteon,giga-impact
135,422,jolteon,thunder-fang
135,435,jolteon,discharge
135,445,jolteon,captivate
135,451,jolteon,charge-beam
135,486,jolteon,electro-ball
135,496,jolteon,round
135,497,jolteon,echoed-voice
135,500,jolteon,stored-power
135,514,jolteon,retaliate
135,521,jolteon,volt-switch
135,526,jolteon,work-up
135,527,jolteon,electroweb
135,528,jolteon,wild-charge
135,590,jolteon,confide
135,598,jolteon,eerie-impulse
135,604,jolteon,electric-terrain
135,608,jolteon,baby-doll-eyes
135,673,jolteon,laser-focus
135,804,jolteon,rising-voltage
135,851,jolteon,tera-blast
135,885,jolteon,trailblaze
135,914,jolteon,alluring-voice
136,6,flareon,pay-day
136,24,flareon,double-kick
136,28,flareon,sand-attack
136,29,flareon,headbutt
136,33,flareon,tackle
136,34,flareon,body-slam
136,36,flareon,take-down
136,38,flareon,double-edge
136,39,flareon,tail-whip
136,43,flareon,leer
136,44,flareon,bite
136,45,flareon,growl
136,46,flareon,roar
136,52,flareon,ember
136,53,flareon,flamethrower
136,63,flareon,hyper-beam
136,70,flareon,strength
136,83,flareon,fire-spin
136,91,flareon,dig
136,92,flareon,toxic
136,98,flareon,quick-attack
136,99,flareon,rage
136,102,flareon,mimic
136,104,flareon,double-team
136,115,flareon,reflect
136,116,flareon,focus-energy
136,117,flareon,bide
136,123,flareon,smog
136,126,flareon,fire-blast
136,129,flareon,swift
136,130,flareon,skull-bash
136,156,flareon,rest
136,164,flareon,substitute
136,173,flareon,snore
136,174,flareon,curse
136,175,flareon,flail
136,182,flareon,protect
136,184,flareon,scary-face
136,189,flareon,mud-slap
136,192,flareon,zap-cannon
136,197,flareon,detect
136,203,flareon,endure
136,204,flareon,charm
136,207,flareon,swagger
136,213,flareon,attract
136,214,flareon,sleep-talk
136,215,flareon,heal-bell
136,216,flareon,return
136,218,flareon,frustration
136,226,flareon,baton-pass
136,231,flareon,iron-tail
136,237,flareon,hidden-power
