pokemon_id,type_id,pokemon_name,type_name
783,16,hakamo-o,dragon
783,2,hakamo-o,fighting
784,16,kommo-o,dragon
784,2,kommo-o,fighting
785,13,tapu-koko,electric
785,18,tapu-koko,fairy
786,14,tapu-lele,psychic
786,18,tapu-lele,fairy
787,12,tapu-bulu,grass
787,18,tapu-bulu,fairy
788,11,tapu-fini,water
788,18,tapu-fini,fairy
789,14,cosmog,psychic
790,14,cosmoem,psychic
791,14,solgaleo,psychic
791,9,solgaleo,steel
792,14,lunala,psychic
792,8,lunala,ghost
793,6,nihilego,rock
793,4,nihilego,poison
794,7,buzzwole,bug
794,2,buzzwole,fighting
795,7,pheromosa,bug
795,2,pheromosa,fighting
796,13,xurkitree,electric
797,9,celesteela,steel
797,3,celesteela,flying
798,12,kartana,grass
798,9,kartana,steel
799,17,guzzlord,dark
799,16,guzzlord,dragon
800,14,necrozma,psychic
801,9,magearna,steel
801,18,magearna,fairy
802,2,marshadow,fighting
802,8,marshadow,ghost
803,4,poipole,poison
804,4,naganadel,poison
804,16,naganadel,dragon
805,6,stakataka,rock
805,9,stakataka,steel
806,10,blacephalon,fire
806,8,blacephalon,ghost
807,13,zeraora,electric
808,9,meltan,steel
809,9,melmetal,steel
810,12,grookey,grass
811,12,thwackey,grass
812,12,rillaboom,grass
813,10,scorbunny,fire
814,10,raboot,fire
815,10,cinderace,fire
816,11,sobble,water
817,11,drizzile,water
818,11,inteleon,water
819,1,skwovet,normal
820,1,greedent,normal
821,3,rookidee,flying
822,3,corvisquire,flying
823,3,corviknight,flying
823,9,corviknight,steel
824,7,blipbug,bug
825,7,dottler,bug
825,14,dottler,psychic
826,7,orbeetle,bug
826,14,orbeetle,psychic
827,17,nickit,dark
828,17,thievul,dark
829,12,gossifleur,grass
830,12,eldegoss,grass
831,1,wooloo,normal
832,1,dubwool,normal
833,11,chewtle,water
834,11,drednaw,water
834,6,drednaw,rock
835,13,yamper,electric
836,13,boltund,electric
837,6,rolycoly,rock
838,6,carkol,rock
838,10,carkol,fire
839,6,coalossal,rock
839,10,coalossal,fire
840,12,applin,grass
840,16,applin,dragon
841,12,flapple,grass
841,16,flapple,dragon
842,12,appletun,grass
842,16,appletun,dragon
843,5,silicobra,ground
844,5,sandaconda,ground
845,3,cramorant,flying
845,11,cramorant,water
846,11,arrokuda,water
847,11,barraskewda,water
848,13,toxel,electric
848,4,toxel,poison
849,13,toxtricity-amped,electric
849,4,toxtricity-amped,poison
850,10,sizzlipede,fire
850,7,sizzlipede,bug
851,10,centiskorch,fire
851,7,centiskorch,bug
852,2,clobbopus,fighting
853,2,grapploct,fighting
854,8,sinistea,ghost
855,8,polteageist,ghost
856,14,hatenna,psychic
857,14,hattrem,psychic
858,14,hatterene,psychic
858,18,hatterene,fairy
859,17,impidimp,dark
859,18,impidimp,fairy
860,17,morgrem,dark
860,18,morgrem,fairy
861,17,grimmsnarl,dark
861,18,grimmsnarl,fairy
862,17,obstagoon,dark
862,1,obstagoon,normal
863,9,perrserker,steel
864,8,cursola,ghost
865,2,sirfetchd,fighting
866,15,mr-rime,ice
866,14,mr-rime,psychic
867,5,runerigus,ground
867,8,runerigus,ghost
868,18,milcery,fairy
869,18,alcremie,fairy
870,2,falinks,fighting
871,13,pincurchin,electric
872,15,snom,ice
872,7,snom,bug
873,15,frosmoth,ice
873,7,frosmoth,bug
874,6,stonjourner,rock
875,15,eiscue-ice,ice
876,14,indeedee-male,psychic
876,1,indeedee-male,normal
877,13,morpeko-full-belly,electric
877,17,morpeko-full-belly,dark
878,9,cufant,steel
879,9,copperajah,steel
880,13,dracozolt,electric
880,16,dracozolt,dragon
881,13,arctozolt,electric
881,15,arctozolt,ice
882,11,dracovish,water
882,16,dracovish,dragon
883,11,arctovish,water
883,15,arctovish,ice
884,9,duraludon,steel
884,16,duraludon,dragon
885,16,dreepy,dragon
885,8,dreepy,ghost
886,16,drakloak,dragon
886,8,drakloak,ghost
887,16,dragapult,dragon
887,8,dragapult,ghost
888,18,zacian,fairy
889,2,zamazenta,fighting
890,4,eternatus,poison
890,16,eternatus,dragon
891,2,kubfu,fighting
892,2,urshifu-single-strike,fighting
892,17,urshifu-single-strike,dark
893,17,zarude,dark
893,12,zarude,grass
894,13,regieleki,electric
895,16,regidrago,dragon
896,15,glastrier,ice
897,8,spectrier,ghost
898,14,calyrex,psychic
898,12,calyrex,grass
899,1,wyrdeer,normal
899,14,wyrdeer,psychic
900,7,kleavor,bug
900,6,kleavor,rock
901,5,ursaluna,ground
901,1,ursaluna,normal
902,11,basculegion-male,water
902,8,basculegion-male,ghost
903,2,sneasler,fighting
903,4,sneasler,poison
904,17,overqwil,dark
904,4,overqwil,poison
905,18,enamorus-incarnate,fairy
905,3,enamorus-incarnate,flying
906,12,sprigatito,grass
907,12,floragato,grass
908,12,meowscarada,grass
908,17,meowscarada,dark
909,10,fuecoco,fire
910,10,crocalor,fire
911,10,skeledirge,fire
911,8,skeledirge,ghost
912,11,quaxly,water
913,11,quaxwell,water
914,11,quaquaval,water
914,2,quaquaval,fighting
915,1,lechonk,normal
916,1,oinkologne-male,normal
917,7,tarountula,bug
918,7,spidops,bug
919,7,nymble,bug
920,7,lokix,bug
920,17,lokix,dark
921,13,pawmi,electric
922,13,pawmo,electric
922,2,pawmo,fighting
923,13,pawmot,electric
923,2,pawmot,fighting
924,1,tandemaus,normal
925,1,maushold-family-of-four,normal
926,18,fidough,fairy
927,18,dachsbun,fairy
928,12,smoliv,grass
928,1,smoliv,normal
929,12,dolliv,grass
929,1,dolliv,normal
930,12,arboliva,grass
930,1,arboliva,normal
931,1,squawkabilly-green-plumage,normal
931,3,squawkabilly-green-plumage,flying
932,6,nacli,rock
933,6,naclstack,rock
934,6,garganacl,rock
935,10,charcadet,fire
936,10,armarouge,fire
936,14,armarouge,psychic
937,10,ceruledge,fire
937,8,ceruledge,ghost
938,13,tadbulb,electric
939,13,bellibolt,electric
940,13,wattrel,electric
940,3,wattrel,flying
941,13,kilowattrel,electric
941,3,kilowattrel,flying
942,17,maschiff,dark
943,17,mabosstiff,dark
944,4,shroodle,poison
944,1,shroodle,normal
945,4,grafaiai,poison
945,1,grafaiai,normal
946,12,bramblin,grass
946,8,bramblin,ghost
947,12,brambleghast,grass
947,8,brambleghast,ghost
948,5,toedscool,ground
948,12,toedscool,grass
949,5,toedscruel,ground
949,12,toedscruel,grass
950,6,klawf,rock
951,12,capsakid,grass
952,12,scovillain,grass
952,10,scovillain,fire
953,7,rellor,bug
954,7,rabsca,bug
954,14,rabsca,psychic
955,14,flittle,psychic
956,14,espathra,psychic
957,18,tinkatink,fairy
957,9,tinkatink,steel
958,18,tinkatuff,fairy
958,9,tinkatuff,steel
959,18,tinkaton,fairy
959,9,tinkaton,steel
960,11,wiglett,water
961,11,wugtrio,water
962,3,bombirdier,flying
962,17,bombirdier,dark
963,11,finizen,water
964,11,palafin-zero,water
965,9,varoom,steel
965,4,varoom,poison
966,9,revavroom,steel
966,4,revavroom,poison
967,16,cyclizar,dragon
967,1,cyclizar,normal
968,9,orthworm,steel
969,6,glimmet,rock
969,4,glimmet,poison
970,6,glimmora,rock
970,4,glimmora,poison
971,8,greavard,ghost
972,8,houndstone,ghost
973,3,flamigo,flying
973,2,flamigo,fighting
974,15,cetoddle,ice
975,15,cetitan,ice
976,11,veluza,water
976,14,veluza,psychic
977,11,dondozo,water
978,16,tatsugiri-curly,dragon
978,11,tatsugiri-curly,water
979,2,annihilape,fighting
979,8,annihilape,ghost
980,4,clodsire,poison
980,5,clodsire,ground
981,1,farigiraf,normal
981,14,farigiraf,psychic
982,1,dudunsparce-two-segment,normal
983,17,kingambit,dark
983,9,kingambit,steel
984,5,great-tusk,ground
984,2,great-tusk,fighting
985,18,scream-tail,fairy
985,14,scream-tail,psychic
986,12,brute-bonnet,grass
986,17,brute-bonnet,dark
987,8,flutter-mane,ghost
987,18,flutter-mane,fairy
988,7,slither-wing,bug
988,2,slither-wing,fighting
989,13,sandy-shocks,electric
989,5,sandy-shocks,ground
990,5,iron-treads,ground
990,9,iron-treads,steel
991,15,iron-bundle,ice
991,11,iron-bundle,water
992,2,iron-hands,fighting
992,13,iron-hands,electric
993,17,iron-jugulis,dark
993,3,iron-jugulis,flying
994,10,iron-moth,fire
994,4,iron-moth,poison
995,6,iron-thorns,rock
995,13,iron-thorns,electric
996,16,frigibax,dragon
996,15,frigibax,ice
997,16,arctibax,dragon
997,15,arctibax,ice
998,16,baxcalibur,dragon
998,15,baxcalibur,ice
999,8,gimmighoul,ghost
1000,9,gholdengo,steel
1000,8,gholdengo,ghost
1001,17,wo-chien,dark
1001,12,wo-chien,grass
1002,17,chien-pao,dark
1002,15,chien-pao,ice
1003,17,ting-lu,dark
1003,5,ting-lu,ground
1004,17,chi-yu,dark
1004,10,chi-yu,fire
1005,16,roaring-moon,dragon
1005,17,roaring-moon,dark
1006,18,iron-valiant,fairy
1006,2,iron-valiant,fighting
1007,2,koraidon,fighting
1007,16,koraidon,dragon
1008,13,miraidon,electric
1008,16,miraidon,dragon
1009,11,walking-wake,water
1009,16,walking-wake,dragon
1010,12,iron-leaves,grass
1010,14,iron-leaves,psychic
1011,12,dipplin,grass
1011,16,dipplin,dragon
1012,12,poltchageist,grass
1012,8,poltchageist,ghost
1013,12,sinistcha,grass
1013,8,sinistcha,ghost
1014,4,okidogi,poison
1014,2,okidogi,fighting
1015,4,munkidori,poison
1015,14,munkidori,psychic
1016,4,fezandipiti,poison
1016,18,fezandipiti,fairy
1017,12,ogerpon,grass
1018,9,archaludon,steel
1018,16,archaludon,dragon
1019,12,hydrapple,grass
1019,16,hydrapple,dragon
1020,10,gouging-fire,fire
1020,16,gouging-fire,dragon
1021,13,raging-bolt,electric
1021,16,raging-bolt,dragon
1022,6,iron-boulder,rock
1022,14,iron-boulder,psychic
1023,9,iron-crown,steel
1023,14,iron-crown,psychic
1024,1,terapagos,normal
1025,4,pecharunt,poison
1025,8,pecharunt,ghost
10001,14,deoxys-attack,psychic
10002,14,deoxys-defense,psychic
10003,14,deoxys-speed,psychic
10004,7,wormadam-sandy,bug
10004,5,wormadam-sandy,ground
10005,7,wormadam-trash,bug
10005,9,wormadam-trash,steel
10006,12,shaymin-sky,grass
10006,3,shaymin-sky,flying
10007,8,giratina-origin,ghost
10007,16,giratina-origin,dragon
10008,13,rotom-heat,electric
10008,10,rotom-heat,fire
10009,13,rotom-wash,electric
10009,11,rotom-wash,water
10010,13,rotom-frost,electric
10010,15,rotom-frost,ice
10011,13,rotom-fan,electric
10011,3,rotom-fan,flying
10012,13,rotom-mow,electric
10012,12,rotom-mow,grass
10013,10,castform-sunny,fire
10014,11,castform-rainy,water
10015,15,castform-snowy,ice
10016,11,basculin-blue-striped,water
10017,10,darmanitan-zen,fire
10017,14,darmanitan-zen,psychic
10018,1,meloetta-pirouette,normal
10018,2,meloetta-pirouette,fighting
10019,3,tornadus-therian,flying
10020,13,thundurus-therian,electric
10020,3,thundurus-therian,flying
10021,5,landorus-therian,ground
10021,3,landorus-therian,flying
10022,16,kyurem-black,dragon
10022,15,kyurem-black,ice
10023,16,kyurem-white,dragon
10023,15,kyurem-white,ice
10024,11,keldeo-resolute,water
10024,2,keldeo-resolute,fighting
10025,14,meowstic-female,psychic
10026,9,aegislash-blade,steel
10026,8,aegislash-blade,ghost
10027,8,pumpkaboo-small,ghost
10027,12,pumpkaboo-small,grass
10028,8,pumpkaboo-large,ghost
10028,12,pumpkaboo-large,grass
10029,8,pumpkaboo-super,ghost
10029,12,pumpkaboo-super,grass
10030,8,gourgeist-small,ghost
10030,12,gourgeist-small,grass
10031,8,gourgeist-large,ghost
10031,12,gourgeist-large,grass
10032,8,gourgeist-super,ghost
10032,12,gourgeist-super,grass
10033,12,venusaur-mega,grass
10033,4,venusaur-mega,poison
10034,10,charizard-mega-x,fire
10034,16,charizard-mega-x,dragon
10035,10,charizard-mega-y,fire
10035,3,charizard-mega-y,flying
10036,11,blastoise-mega,water
10037,14,alakazam-mega,psychic
10038,8,gengar-mega,ghost
10038,4,gengar-mega,poison
10039,1,kangaskhan-mega,normal
10040,7,pinsir-mega,bug
10040,3,pinsir-mega,flying
10041,11,gyarados-mega,water
10041,17,gyarados-mega,dark
10042,6,aerodactyl-mega,rock
10042,3,aerodactyl-mega,flying
10043,14,mewtwo-mega-x,psychic
10043,2,mewtwo-mega-x,fighting
10044,14,mewtwo-mega-y,psychic
10045,13,ampharos-mega,electric
10045,16,ampharos-mega,dragon
10046,7,scizor-mega,bug
10046,9,scizor-mega,steel
10047,7,heracross-mega,bug
10047,2,heracross-mega,fighting
10048,17,houndoom-mega,dark
10048,10,houndoom-mega,fire
10049,6,tyranitar-mega,rock
10049,17,tyranitar-mega,dark
10050,10,blaziken-mega,fire
10050,2,blaziken-mega,fighting
10051,14,gardevoir-mega,psychic
10051,18,gardevoir-mega,fairy
10052,9,mawile-mega,steel
10052,18,mawile-mega,fairy
10053,9,aggron-mega,steel
10054,2,medicham-mega,fighting
10054,14,medicham-mega,psychic
10055,13,manectric-mega,electric
10056,8,banette-mega,ghost
10057,17,absol-mega,dark
10058,16,garchomp-mega,dragon
10058,5,garchomp-mega,ground
10059,2,lucario-mega,fighting
10059,9,lucario-mega,steel
10060,12,abomasnow-mega,grass
10060,15,abomasnow-mega,ice
10061,18,floette-eternal,fairy
10062,16,latias-mega,dragon
10062,14,latias-mega,psychic
10063,16,latios-mega,dragon
10063,14,latios-mega,psychic
10064,11,swampert-mega,water
10064,5,swampert-mega,ground
10065,12,sceptile-mega,grass
10065,16,sceptile-mega,dragon
10066,17,sableye-mega,dark
10066,8,sableye-mega,ghost
10067,16,altaria-mega,dragon
10067,18,altaria-mega,fairy
10068,14,gallade-mega,psychic
10068,2,gallade-mega,fighting
10069,1,audino-mega,normal
10069,18,audino-mega,fairy
10070,11,sharpedo-mega,water
10070,17,sharpedo-mega,dark
10071,11,slowbro-mega,water
10071,14,slowbro-mega,psychic
10072,9,steelix-mega,steel
10072,5,steelix-mega,ground
10073,1,pidgeot-mega,normal
10073,3,pidgeot-mega,flying
10074,15,glalie-mega,ice
10075,6,diancie-mega,rock
10075,18,diancie-mega,fairy
10076,9,metagross-mega,steel
10076,14,metagross-mega,psychic
10077,11,kyogre-primal,water
10078,5,groudon-primal,ground
10078,10,groudon-primal,fire
10079,16,rayquaza-mega,dragon
10079,3,rayquaza-mega,flying
10080,13,pikachu-rock-star,electric
10081,13,pikachu-belle,electric
10082,13,pikachu-pop-star,electric
10083,13,pikachu-phd,electric
10084,13,pikachu-libre,electric
10085,13,pikachu-cosplay,electric
10086,14,hoopa-unbound,psychic
10086,17,hoopa-unbound,dark
10087,10,camerupt-mega,fire
10087,5,camerupt-mega,ground
10088,1,lopunny-mega,normal
10088,2,lopunny-mega,fighting
10089,16,salamence-mega,dragon
10089,3,salamence-mega,flying
10090,7,beedrill-mega,bug
10090,4,beedrill-mega,poison
10091,17,rattata-alola,dark
10091,1,rattata-alola,normal
10092,17,raticate-alola,dark
10092,1,raticate-alola,normal
10093,17,raticate-totem-alola,dark
10093,1,raticate-totem-alola,normal
10094,13,pikachu-original-cap,electric
10095,13,pikachu-hoenn-cap,electric
10096,13,pikachu-sinnoh-cap,electric
10097,13,pikachu-unova-cap,electric
10098,13,pikachu-kalos-cap,electric
10099,13,pikachu-alola-cap,electric
10100,13,raichu-alola,electric
10100,14,raichu-alola,psychic
10101,15,sandshrew-alola,ice
10101,9,sandshrew-alola,steel
10102,15,sandslash-alola,ice
10102,9,sandslash-alola,steel
10103,15,vulpix-alola,ice
10104,15,ninetales-alola,ice
10104,18,ninetales-alola,fairy
10105,5,diglett-alola,ground
10105,9,diglett-alola,steel
10106,5,dugtrio-alola,ground
10106,9,dugtrio-alola,steel
10107,17,meowth-alola,dark
10108,17,persian-alola,dark
10109,6,geodude-alola,rock
10109,13,geodude-alola,electric
10110,6,graveler-alola,rock
10110,13,graveler-alola,electric
10111,6,golem-alola,rock
10111,13,golem-alola,electric
10112,4,grimer-alola,poison
10112,17,grimer-alola,dark
10113,4,muk-alola,poison
10113,17,muk-alola,dark
10114,12,exeggutor-alola,grass
10114,16,exeggutor-alola,dragon
10115,10,marowak-alola,fire
10115,8,marowak-alola,ghost
10116,11,greninja-battle-bond,water
10116,17,greninja-battle-bond,dark
10117,11,greninja-ash,water
10117,17,greninja-ash,dark
10118,16,zygarde-10-power-construct,dragon
10118,5,zygarde-10-power-construct,ground
10119,16,zygarde-50-power-construct,dragon
10119,5,zygarde-50-power-construct,ground
10120,16,zygarde-complete,dragon
10120,5,zygarde-complete,ground
10121,1,gumshoos-totem,normal
10122,7,vikavolt-totem,bug
10122,13,vikavolt-totem,electric
10123,13,oricorio-pom-pom,electric
10123,3,oricorio-pom-pom,flying
10124,14,oricorio-pau,psychic
10124,3,oricorio-pau,flying
10125,8,oricorio-sensu,ghost
10125,3,oricorio-sensu,flying
10126,6,lycanroc-midnight,rock
10127,11,wishiwashi-school,water
10128,12,lurantis-totem,grass
10129,4,salazzle-totem,poison
10129,10,salazzle-totem,fire
10130,6,minior-orange-meteor,rock
10130,3,minior-orange-meteor,flying
10131,6,minior-yellow-meteor,rock
10131,3,minior-yellow-meteor,flying
10132,6,minior-green-meteor,rock
10132,3,minior-green-meteor,flying
10133,6,minior-blue-meteor,rock
10133,3,minior-blue-meteor,flying
10134,6,minior-indigo-meteor,rock
10134,3,minior-indigo-meteor,flying
10135,6,minior-violet-meteor,rock
10135,3,minior-violet-meteor,flying
10136,6,minior-red,rock
10136,3,minior-red,flying
10137,6,minior-orange,rock
10137,3,minior-orange,flying
10138,6,minior-yellow,rock
10138,3,minior-yellow,flying
10139,6,minior-green,rock
10139,3,minior-green,flying
10140,6,minior-blue,rock
10140,3,minior-blue,flying
10141,6,minior-indigo,rock
10141,3,minior-indigo,flying
10142,6,minior-violet,rock
10142,3,minior-violet,flying
10143,8,mimikyu-busted,ghost
10143,18,mimikyu-busted,fairy
10144,8,mimikyu-totem-disguised,ghost
10144,18,mimikyu-totem-disguised,fairy
10145,8,mimikyu-totem-busted,ghost
10145,18,mimikyu-totem-busted,fairy
10146,16,kommo-o-totem,dragon
10146,2,kommo-o-totem,fighting
10147,9,magearna-original,steel
10147,18,magearna-original,fairy
10148,13,pikachu-partner-cap,electric
10149,10,marowak-totem,fire
10149,8,marowak-totem,ghost
10150,7,ribombee-totem,bug
10150,18,ribombee-totem,fairy
10151,6,rockruff-own-tempo,rock
10152,6,lycanroc-dusk,rock
10153,11,araquanid-totem,water
10153,7,araquanid-totem,bug
10154,13,togedemaru-totem,electric
10154,9,togedemaru-totem,steel
10155,14,necrozma-dusk,psychic
10155,9,necrozma-dusk,steel
10156,14,necrozma-dawn,psychic
10156,8,necrozma-dawn,ghost
10157,14,necrozma-ultra,psychic
10157,16,necrozma-ultra,dragon
10158,13,pikachu-starter,electric
10159,1,eevee-starter,normal
10160,13,pikachu-world-cap,electric
10161,9,meowth-galar,steel
10162,14,ponyta-galar,psychic
10163,14,rapidash-galar,psychic
10163,18,rapidash-galar,fairy
10164,14,slowpoke-galar,psychic
10165,4,slowbro-galar,poison
10165,14,slowbro-galar,psychic
10166,2,farfetchd-galar,fighting
10167,4,weezing-galar,poison
10167,18,weezing-galar,fairy
10168,15,mr-mime-galar,ice
10168,14,mr-mime-galar,psychic
10169,14,articuno-galar,psychic
10169,3,articuno-galar,flying
10170,2,zapdos-galar,fighting
10170,3,zapdos-galar,flying
10171,17,moltres-galar,dark
10171,3,moltres-galar,flying
10172,4,slowking-galar,poison
10172,14,slowking-galar,psychic
10173,8,corsola-galar,ghost
10174,17,zigzagoon-galar,dark
10174,1,zigzagoon-galar,normal
10175,17,linoone-galar,dark
10175,1,linoone-galar,normal
10176,15,darumaka-galar,ice
10177,15,darmanitan-galar-standard,ice
10178,15,darmanitan-galar-zen,ice
10178,10,darmanitan-galar-zen,fire
10179,5,yamask-galar,ground
10179,8,yamask-galar,ghost
10180,5,stunfisk-galar,ground
10180,9,stunfisk-galar,steel
10181,16,zygarde-10,dragon
10181,5,zygarde-10,ground
10182,3,cramorant-gulping,flying
10182,11,cramorant-gulping,water
10183,3,cramorant-gorging,flying
10183,11,cramorant-gorging,water
10184,13,toxtricity-low-key,electric
10184,4,toxtricity-low-key,poison
10185,15,eiscue-noice,ice
10186,14,indeedee-female,psychic
10186,1,indeedee-female,normal
10187,13,morpeko-hangry,electric
10187,17,morpeko-hangry,dark
10188,18,zacian-crowned,fairy
10188,9,zacian-crowned,steel
10189,2,zamazenta-crowned,fighting
10189,9,zamazenta-crowned,steel
10190,4,eternatus-eternamax,poison
10190,16,eternatus-eternamax,dragon
10191,2,urshifu-rapid-strike,fighting
10191,11,urshifu-rapid-strike,water
10192,17,zarude-dada,dark
10192,12,zarude-dada,grass
10193,14,calyrex-ice,psychic
10193,15,calyrex-ice,ice
10194,14,calyrex-shadow,psychic
10194,8,calyrex-shadow,ghost
10195,12,venusaur-gmax,grass
10195,4,venusaur-gmax,poison
10196,10,charizard-gmax,fire
10196,3,charizard-gmax,flying
10197,11,blastoise-gmax,water
10198,7,butterfree-gmax,bug
10198,3,butterfree-gmax,flying
10199,13,pikachu-gmax,electric
10200,1,meowth-gmax,normal
10201,2,machamp-gmax,fighting
10202,8,gengar-gmax,ghost
10202,4,gengar-gmax,poison
10203,11,kingler-gmax,water
10204,11,lapras-gmax,water
10204,15,lapras-gmax,ice
10205,1,eevee-gmax,normal
10206,1,snorlax-gmax,normal
10207,4,garbodor-gmax,poison
10208,9,melmetal-gmax,steel
10209,12,rillaboom-gmax,grass
10210,10,cinderace-gmax,fire
10211,11,inteleon-gmax,water
10212,3,corviknight-gmax,flying
10212,9,corviknight-gmax,steel
10213,7,orbeetle-gmax,bug
10213,14,orbeetle-gmax,psychic
10214,11,drednaw-gmax,water
10214,6,drednaw-gmax,rock
10215,6,coalossal-gmax,rock
10215,10,coalossal-gmax,fire
10216,12,flapple-gmax,grass
10216,16,flapple-gmax,dragon
10217,12,appletun-gmax,grass
10217,16,appletun-gmax,dragon
10218,5,sandaconda-gmax,ground
10219,13,toxtricity-amped-gmax,electric
10219,4,toxtricity-amped-gmax,poison
10220,10,centiskorch-gmax,fire
10220,7,centiskorch-gmax,bug
10221,14,hatterene-gmax,psychic
10221,18,hatterene-gmax,fairy
10222,17,grimmsnarl-gmax,dark
10222,18,grimmsnarl-gmax,fairy
10223,18,alcremie-gmax,fairy
10224,9,copperajah-gmax,steel
10225,9,duraludon-gmax,steel
10225,16,duraludon-gmax,dragon
10226,2,urshifu-single-strike-gmax,fighting
10226,17,urshifu-single-strike-gmax,dark
10227,2,urshifu-rapid-strike-gmax,fighting
10227,11,urshifu-rapid-strike-gmax,water
10228,13,toxtricity-low-key-gmax,electric
10228,4,toxtricity-low-key-gmax,poison
10229,10,growlithe-hisui,fire
10229,6,growlithe-hisui,rock
10230,10,arcanine-hisui,fire
10230,6,arcanine-hisui,rock
10231,13,voltorb-hisui,electric
10231,12,voltorb-hisui,grass
10232,13,electrode-hisui,electric
10232,12,electrode-hisui,grass
10233,10,typhlosion-hisui,fire
10233,8,typhlosion-hisui,ghost
10234,17,qwilfish-hisui,dark
10234,4,qwilfish-hisui,poison
10235,2,sneasel-hisui,fighting
10235,4,sneasel-hisui,poison
10236,11,samurott-hisui,water
10236,17,samurott-hisui,dark
10237,12,lilligant-hisui,grass
10237,2,lilligant-hisui,fighting
10238,1,zorua-hisui,normal
10238,8,zorua-hisui,ghost
10239,1,zoroark-hisui,normal
10239,8,zoroark-hisui,ghost
10240,14,braviary-hisui,psychic
10240,3,braviary-hisui,flying
10241,9,sliggoo-hisui,steel
10241,16,sliggoo-hisui,dragon
10242,9,goodra-hisui,steel
10242,16,goodra-hisui,dragon
10243,15,avalugg-hisui,ice
10243,6,avalugg-hisui,rock
10244,12,decidueye-hisui,grass
10244,2,decidueye-hisui,fighting
10245,9,dialga-origin,steel
10245,16,dialga-origin,dragon
10246,11,palkia-origin,water
10246,16,palkia-origin,dragon
10247,11,basculin-white-striped,water
10248,11,basculegion-female,water
10248,8,basculegion-female,ghost
10249,18,enamorus-therian,fairy
10249,3,enamorus-therian,flying
10250,2,tauros-paldea-combat-breed,fighting
10251,2,tauros-paldea-blaze-breed,fighting
10251,10,tauros-paldea-blaze-breed,fire
10252,2,tauros-paldea-aqua-breed,fighting
10252,11,tauros-paldea-aqua-breed,water
10253,4,wooper-paldea,poison
10253,5,wooper-paldea,ground
10254,1,oinkologne-female,normal
10255,1,dudunsparce-three-segment,normal
10256,11,palafin-hero,water
10257,1,maushold-family-of-three,normal
10258,16,tatsugiri-droopy,dragon
10258,11,tatsugiri-droopy,water
10259,16,tatsugiri-stretchy,dragon
10259,11,tatsugiri-stretchy,water
10260,1,squawkabilly-blue-plumage,normal
10260,3,squawkabilly-blue-plumage,flying
10261,1,squawkabilly-yellow-plumage,normal
10261,3,squawkabilly-yellow-plumage,flying
10262,1,squawkabilly-white-plumage,normal
10262,3,squawkabilly-white-plumage,flying
10263,8,gimmighoul-roaming,ghost
10264,2,koraidon-limited-build,fighting
10264,16,koraidon-limited-build,dragon
10265,2,koraidon-sprinting-build,fighting
10265,16,koraidon-sprinting-build,dragon
10266,2,koraidon-swimming-build,fighting
10266,16,koraidon-swimming-build,dragon
10267,2,koraidon-gliding-build,fighting
10267,16,koraidon-gliding-build,dragon
10268,13,miraidon-low-power-mode,electric
10268,16,miraidon-low-power-mode,dragon
10269,13,miraidon-drive-mode,electric
10269,16,miraidon-drive-mode,dragon
10270,13,miraidon-aquatic-mode,electric
10270,16,miraidon-aquatic-mode,dragon
10271,13,miraidon-glide-mode,electric
10271,16,miraidon-glide-mode,dragon
10272,5,ursaluna-bloodmoon,ground
10272,1,ursaluna-bloodmoon,normal
10273,12,ogerpon-wellspring-mask,grass
10273,11,ogerpon-wellspring-mask,water
10274,12,ogerpon-hearthflame-mask,grass
10274,10,ogerpon-hearthflame-mask,fire
10275,12,ogerpon-cornerstone-mask,grass
10275,6,ogerpon-cornerstone-mask,rock
10276,1,terapagos-terastal,normal
10277,1,terapagos-stellar,normal
10278,18,clefable-mega,fairy
10278,3,clefable-mega,flying
10279,12,victreebel-mega,grass
10279,4,victreebel-mega,poison
10280,11,starmie-mega,water
10280,14,starmie-mega,psychic
10281,16,dragonite-mega,dragon
10281,3,dragonite-mega,flying
10282,12,meganium-mega,grass
10282,18,meganium-mega,fairy
10283,11,feraligatr-mega,water
10283,16,feraligatr-mega,dragon
10284,9,skarmory-mega,steel
10284,3,skarmory-mega,flying
10285,15,froslass-mega,ice
10285,8,froslass-mega,ghost
10286,10,emboar-mega,fire
10286,2,emboar-mega,fighting
10287,5,excadrill-mega,ground
10287,9,excadrill-mega,steel
10288,7,scolipede-mega,bug
10288,4,scolipede-mega,poison
10289,17,scrafty-mega,dark
10289,2,scrafty-mega,fighting
10290,13,eelektross-mega,electric
10291,8,chandelure-mega,ghost
10291,10,chandelure-mega,fire
10292,12,chesnaught-mega,grass
10292,2,chesnaught-mega,fighting
10293,10,delphox-mega,fire
10293,14,delphox-mega,psychic
10294,11,greninja-mega,water
10294,17,greninja-mega,dark
10295,10,pyroar-mega,fire
10295,1,pyroar-mega,normal
10296,18,floette-mega,fairy
10297,17,malamar-mega,dark
10297,14,malamar-mega,psychic
10298,6,barbaracle-mega,rock
10298,2,barbaracle-mega,fighting
10299,4,dragalge-mega,poison
10299,16,dragalge-mega,dragon
10300,2,hawlucha-mega,fighting
10300,3,hawlucha-mega,flying
10301,16,zygarde-mega,dragon
10301,5,zygarde-mega,ground
10302,1,drampa-mega,normal
10302,16,drampa-mega,dragon
10303,2,falinks-mega,fighting
10304,13,raichu-mega-x,electric
10305,13,raichu-mega-y,electric
